sentence,add1,addk,tokentype
"अनंत चतुर्दशी से रामनगर की विश्व प्रसिद्ध रामलीला का शुभांरभ हो गया। एक माह तक चलने वाली रामलीला देखने के लिए देश विदेश से लोग आते हैं। रामलीला के पहले दिन रावण , कुंभकर्ण व विभिषण का जन्म हो हुआ। रावण वह उसके राक्षस भाईयों ने प्रभु से आशीर्वाद लेकर मानव व ऋषियों पर जुल्म करना शुरू कर दिया। जबकि विभिषण ने भगवान से प्रभु भक्ति का आशीर्वाद मांगा था। रावण के आतंक से त्रस्त होकर देवताओं ने प्रभु श्रीहरी की गुहार लगायी थी जिस पर प्रभु ने राम अवतार में जन्म लेकर रावण का वध करने का आशीर्वाद दिया था। रामनगर की रामलीला में पहले दिन इन्हीं चीजों का मंचन किया गया है। क्षीर सागर में विराजमान प्रभु श्री विष्णु की आरती व पूजा के साथ रामलीला के प्रथम दिन पर विराम लगाया गया। परम्परा के अनुसार रामलीला का शुभारंभ काशी नरेश अनंत नारायण सिंह की पूजा के साथ हुआ। इस अवसर पर महाराज बनारस की शाही सवारी भी निकलती है और पीएससी की टुकड़ी भी सलामी देती हैं।",0.0,0.0,0.0
प्रमुख अंदरूनी मार्ग 3500 से 4000,1.3383010536450517e-26,2.1174832640105477e-25,5.967656015805815e-28
आय का स्रोत ना बता पाने पर भारी टैक्स,1.2950301738519101e-37,7.046961320458653e-36,4.592125979764408e-40
"विपक्ष लोगों को राफेल , न्याय योजना और बिहार में चले संविधान बचाओ के नारे को समझाने में असफल रहा . तेजप्रताप से नेतृत्व छीनने वाले तेजस्वी के नेतृत्व का भी कोई असर नहीं रहा . लोकसभा के मामले में पार्टी राज्य से साफ हो गई . लालू यादव की कमी साफ नज़र आई और नतीजों के बाद एक बात तय है कि तेजस्वी का नेतृत्व राहुल की तरह सवालों के घेरे में आएगा . पहले से नेतृत्व के मामले में परिवारिक कलह में उल्झी पार्टी का भविष्य संकट में नज़र आता है .",0.0,2.96376160879003e-309,0.0
"कुछ पदाधिकारियों को मजबूरन कार्यक्रम में बैठना पड़ा। सियासी रंग में रंगे इस धार्मिक कार्यक्रम को देख हर ओर चर्चाओं का बाजार गर्म है। सोशल मीडिया पर उन पदाधिकारियों को लेकर भी सवाल खड़े किए जा रहे हैं , जो कार्यक्रम में मौजूद थे।",1.3244215658005474e-155,1.6651299351946248e-146,7.689908413316376e-176
पाकिस्तान के मानवाधिकार कार्यकर्ता कहते हैं कि कई बार रंजिश निकालने के लिए लोग किसी को भी ईशनिंदा के मामले में फंसा देते हैं . एक बार आप फंसे तो निकलने की राह बहुत मुश्किल है . आपके इर्द गिर्द सियासत और धर्म का घेरा कसने लगता है . कई मामलों में तो बात अदालत तक भी नहीं पहुंचती . गुस्साई भीड़ आरोपी को मौके पर ही पीट पीट कर मार डालती है .,1.3903160796401152e-253,2.6968404225445653e-238,5.376122999019814e-291
गोंडा के थाना वजीरगंज क्षेत्र के एक गांव की रहने वाली एक किशोरी को एक युवक बहला फुसलाकर भगा ले गया और उसके साथ दुष्कर्म किया। दुष्कर्म के दौरान आरोपी युवक ने किशोरी की अश्लील वीडियो व फोटा बना ली। किशोरी को आरोपी ने वीडियो वायरल करने की धमकी भी दी। घर पहुंचकर किशोरी ने परिवार वालों को आपबीती सुनाई।,5.150456666177463e-215,6.081277124335442e-203,3.7528326417867046e-239
"बरेेली ( ब्यूरो ) । एक समय था तब खादी को साधारण माना जाता था। फैशन के नाम पर खादी का प्रयोग नहीं किया जाता था , लेकिन वर्तमान समय में फैशन के साथ खादी का क्रेज दिन व दिन बढ़ता जा रहा है। खादी को हर उम्र के लोग पसंद कर रहे हैं। चाहें वह कॉलेज जाने वाले स्टूडेंट्स हों या ऑफिस जानेे वाले महिला व पुरुष। कई सालों में इस बार खादी के बिजनेस में रिकार्ड तोड़ मुनाफा हुआ है। हर वर्ष खादी व्यापार में 10 से 12 लाख तक का मुनाफा हुआ करता था। लेकिन इस बार कोरोना के बाद 18 लाख का मुनाफा हुआ। जिसमें सबसे ज्यादा मास्क से 3 लाख का मुनाफा हुआ। कोरोना में सबसे ज्यादा लोगों को खादी के ही मास्क पसंद आए। ये मास्क आज भी लोगों की डिमांड बने हुए हैं। इसके साथ ही जवाहर कट भी लोगों की पसंद बना हुआ है।",0.0,0.0,0.0
लिए वेल्की पैट्रिक से भिड़ेगा।,4.401268905038344e-23,4.0346923196189683e-22,7.005438185363392e-24
"डिजिटल डेस्क , सतना। फारेस्ट की कस्टडी से फरार टाइगर की हत्या के तीनों आरोपियों को रिहाई के एवज में साढ़े 5 लाख के अंतरराज्यीय गैंग लीडर बबुली कोल ने वन अफसरों से 3 लाख की फिरौती मांगी है। इसी बीच बबुली गिरोह ने अपना ठिकाना भी बदल दिया है। सूत्रों के मुताबिक बबुली ने वन अफसरों के सामने शर्त रखी है कि वन विभाग न केवल आरोपी रज्जन कोल , राजेश उर्फ धीरु मवासी और ज्वाला सतनामी के मुकदमे का हर्जा खर्चा भरेगा बल्कि उनके परिजनों को भी किसी तरह की आंच नहीं आने देगा। गैंग लीडर बबुली रिश्ते में आरोपी रज्जन कोल का मामा बताया जा रहा है।",0.0,0.0,0.0
"कहां , कितने को मिले नोटिस",1.2044124068157018e-26,1.732444659536105e-25,1.7434198824934086e-28
"वहीं , एनएसयूआई से जुड़े अलीमुद्दीन कहते हैं , जेएनयू के विद्यार्थी अपनी कक्षाओं के साथ सामाजिक और राजनीतिक गतिविधियों में सक्रिय रहे हैं . अगर छात्र छात्राओं पर अनिवार्य उपस्थिति का दबाव डाला गया तो उनकी ये गतिविधियां ख़त्म हो जाएंगी . किसी छात्र का जेएनयू आने का आकर्षण सिर्फ यहां की किताबी पढ़ाई नहीं है यहां का सामाजिक और राजनीतिक माहौल भी है . विश्वविद्यालय प्रशासन केंद्र सरकार के दबाव में इसी को ख़त्म करने पर उतारू है .",6.115634530191439e-283,6.512993352380822e-267,6.097e-321
म्यांमार से भागकर आए हजारों रोहिंग्या बांग्लादेश में रह रहे हैं,2.8162151072067105e-43,5.324307453925156e-41,1.870709716965871e-47
"डंडारी में आठ मामलों की सुनवाई , चार निष्पादित",1.1018364159673002e-37,5.003978213364519e-36,6.766128949457968e-40
असमंजस के बेरा तोला निरनय लेना सिखोही,1.5733121053033227e-30,3.1128590133056647e-29,2.24907138995198e-31
"शोधकर्ताओं का मानना है कि अगर चूहे के नकली भ्रूण में शुक्राणु को डालकर चूहे के स्वस्थ बच्चे पैदा किए जा सकते हैं तो बहुत संभव है कि एक दिन इंसानों को भी अंडों के अलावा दूसरी कोशिकाओं से पैदा किया जा सके। शोधकर्ता दल के एक डॉक्टर टोनी पेरी ने बीबीसी न्यूज़ से कहा , यह पहली बार है जब अंडे के अलावा किसी चीज़ से शुक्राणु को मिलाकर बच्चे पैदा किए गए हैं। इसने दो सौ सालों की सोच को पलट कर रख दिया है।",1.2710715550974084e-301,8.273258318697298e-284,0.0
मालूम हो कि आज केंद्र के प्रधान वैज्ञानिक सलाहकार के . विजय राघवन ने कोरोना संक्रमण पर चेतावनी दी है . उन्होंने कहा कि देश में कोविड 19 की तीसरी लहर भी आएगा और इसे रोका नहीं जा सकता है . उन्होंने कहा हालांकि अभी ये कहना मुश्किल है कि ये कब आएगी और कैसे प्रभावित करेगी . लेकिन इसके लिए हमें तैयार रहना होगा .,1.0025039642981383e-223,1.1791375526029415e-209,4.113554728401314e-261
अब दिल्ली एम्स में होगा एनएल नड्डा का इलाज,1.0323533202588227e-36,7.832963240307769e-35,7.83835187826919e-40
"जदयू शिक्षा प्रकोष्ठ के पूर्व प्रदेश अध्यक्ष डॉ . कन्हैया सिंह ने नीतीश कुमार के 15 साल का कार्यकाल पूरा होने पर बधाई दी है। कहा है कि वे देश के अद्वितीय नेता हैं। बिना थके बिना थमे इन 15 सालों में बिहार को उन्होंने गर्व की ऊंचाइयों पर पहुंचा दिया है , जो अविश्वसनीय लगता है। नीतीश कुमार को एक खोखला बिहार मिला था। उस समय बिहारी कहलाने में शर्म महसूस होती थी। लेकिन अब हम फख्र से कहते हैं कि हम बिहारी हैं। महिला , युवा और दलित अतिपिछड़ा के सशक्तीकरण के अलावा सामाजिक उत्थान , शराबबंदी के उनके फैसले आज के परिवेश में साहसिक कदम रहे हैं। उन्होंने हर घर बिजली पहुंचाई। सड़कों का जाल बिछाया। विद्यालयों के भवन बनवाए। शिक्षकों की बहाली हुई। हर घर नल का जल पहुंचाया गया। जलवायु परिवर्तन पर उन्होंने देश में सबसे पहले विशाल और बहुमुखी योजना लांच की। कृषि और किसानों की बेहतरी के लिए पहले ही कार्यकाल से कृषि रोड मैप लांच किया।",0.0,0.0,0.0
बेहोश लड़की को खेत में फेंक दिया गया। इस दौरान दो स्थानीय लोगों ने लड़की को पकड़ रखा था। सुबह गांव के लोगों ने उसे देखा और गंभीर हालत में डायमंड हार्बर के सदर अस्पताल में भर्ती कराया।,5.93527318540607e-135,7.806393237868846e-127,6.557158571422916e-152
इस जरा सी लालटेन से नहीं मिटेगा,5.660875819800977e-29,1.8173799922173926e-27,7.621452134509157e-32
"साउथफील्ड अस्पताल के एक डॉक्टर जिसने ब्यूचैंप को देखा तक नहीं था , उसने अपने फर्स्ट रिस्पॉन्डर ( पहले उत्तरदाताओं में से एक ) की रिपोर्ट पर उसे मृत घोषित कर दिया। फर्स्ट रिस्पॉन्डर ने डॉक्टर को टेलीफोन पर यह बताया कि मरीज में 30 मिनट से कोई हरकत नहीं है और उसमें जीवन के कोई संकेत नहीं दिखाई दे रहे हैं।",1.2472733203087129e-216,7.00510852604415e-204,9.596381651362705e-248
गर्मी में बीआरजेपी लगाएगी कई जगहों पर पंप,2.7012041944684395e-33,1.1963083254081803e-31,3.1526257766037675e-35
"बेअदबी की घटना बेहद दर्दनाक थी और इस मामले में कांग्रेस द्वारा राजनीति करना निंदनीय : सरदार सुखबीर सिंह बादल कांग्रेस की कोविड की लड़ाई लड़ने के बजाय कुर्सी की लड़ाई में लिप्त होने के लिए फटकार लगाई 25 बेड वाले कोविड केयर सेंटर का उद्घाटन किया खरड़ 02 जून : शिरोमणी अकाली दल के अध्यक्ष सरदार सुखबीर सिंह बादल ने आज कहा है कि बेअदबी की घटनाएं बेहद दर्दनाक हैं तथा इस संवेदनशील मुददे पर पिछले चार से कांग्रेस द्वारा राजनीति करने के लिए निंदा की। सरदार बादल ने कहा कि वे वादा करते हैं कि एक बार शिरोमणी अकाली दल की सरकार बनते ही इस मामले में न्याय सुनिश्चित किया जाएगा। शिरोमणी अकाली दल के अध्यक्ष ने यहां पार्टी नेता रंजीत सिंह गिल द्वारा खोले 25 बेड के कोविड केयर सेंटर का उद्घाटन करने पहंुचे थे। सरदार गिल ने ने खुलासा किया कि यह सेंटर वातानुकूलित सुविधा और कन्संट्रेटर से लैस हैं तथा कोविड मरीजों को यहां मुफ्त चिकित्सा सुविधा दी जाएगी। इस अवसर पर सरदार सुखबीर सिंह बादल ने कहा कि कांग्रेस पार्टी द्वारा बेअदबी के मुददे पर न्याय सुनिश्चित करने के लिए भरोसा नही किया जा सकता। उन्होने कहा कि जब बेअदबी हुई तो शिरोमणी अकाली दल के नेतृत्व वाली सरकार ने जांच शुरू की थी , लेकिन कांग्रेस के साथ साथ स्वयंभू नेताओं ने यह जांच सीबीआई को सौंपने की मांग की थी। उन्होने कहा कि शिरोमणी अकाली दल की सरकार बनते ही इस मामले को कांग्रेस ने सीबीआई से वापिस ले लिया लेकिन चार साल तक इस मामले को सुलझाने में असफल रही । बेअदबी पर राजनीति कर रहे स्वयंभू संगठनों के बारे में बोलते हुए सरदार बादल ने कहा कि मैं बलजीत सिंह दादूवाल जैसे व्यक्तियों से पूछना चाहता हूं कि वह हरियाणा गुरुद्वारा कमेटी के अध्यक्ष कैसे बने। अब भी भाजपा सरकार ने दादूवाल के कहने पर हरियाणा कमेटी में सदस्य मनोनीत किए हैं। पंजाब की स्थिति के बारे में बोलते हुए अकाली दल अध्यक्ष ने कहा कि कोविड की लड़ाई लड़ने के बजाय , सरकार कुर्सी की लड़ाई लड़ रही है। उन्होने कहा कि मुख्यमंत्री कैप्टन अमरिंदर सिंह के साथ साथ उनके मंत्रिमंडल के सहयोगी लापता हो गए हैं यां दिल्ली की ओर रवाना हो गए हैं। अगर और कुछ नही कांग्रेस सरकार को संकट की घड़ी में इस तरह की लड़ाई को छोड़ देना चाहिए था । कांग्रेस सरकार द्वारा निजी अस्पतालों में दवाओं की कालाबाजारी रोकने में असफल रहने के लिए कांग्रेस सरकार की निंदा की। सरकार ब्लाॅक स्तर पर कोविड केंद्र खोलने में विफल रही है तथा सीधे निर्माताओं से सीधे वैक्सीन खरीदने से इंकार कर दिया है । सरदार बादल ने शिरोमणी अकाली दल के कार्यों के बारे में बोलते हुए कहा कि हमने गरीब से गरीब लोगों तक पहुंचने की कोशिश की है । हमने 35 हलकों में 325 आॅक्सीजन कन्संट्रेटर सेवा शुरू की हैं। हमने 15 कोविड केंद्र खोले हैं तथा 35 हलकों में लंगर सेवा शुरू की है । सरदार बादल ने मुख्यमंत्री से आग्रह किया कि वे सफाई कर्मियों को तुरंत बातचीत के लिए बुला लें और उननी सेवाओं को नियमित करें ताकि उनकी हड़ताल समाप्त की जा सके। उन्होने कहा कि पूर्ववर्ती अकाली दल सरकार ने सफाई कर्मियों की सेवाएं नियमित करने की प्रक्रिया शुरू की थी। उन्होने कहा कि कामगारों की शिकायतों का समाधान करना चाहिए नही तो महामारी के संकट के खतरे को ध्यान में रखते हुए बीमारी फैलने का खतरा बढ़ जाएगा।",0.0,0.0,0.0
गंभीर हालत में पत्नी को भोपाल रेफर किया गया,2.3248445708879978e-35,2.1300409369530663e-33,7.528728922880692e-40
इस तरह ब्रह्मपुत्र पर बांध बनाकर चीन पानी को भारत के खिलाफ सबसे प्रभावी हथियार,6.627260591062301e-56,9.610258268505373e-53,7.347538650902151e-64
"DEHRADUN : एचएनबी गढ़वाल युनिवर्सिटी के एनुअल एग्जाम के लिए एडमिट कार्ड मिलने लगे हैं , लेकिन एडमिट कार्ड में इतनी त्रुटियां हैं कि इन्हें देख स्टूडेंट्स के सर चकरा रहे हैं। एडमिट कार्ड में तमाम तरह की गलतियां निकल रही हैं। जिस सब्जेक्ट में स्टूडेंट्स का एडमिशन है , एडमिट कार्ड में उसके बजाए कोई और ही सब्जेक्ट मेंशन हैं। इतना ही नहीं कुछ एडमिट कार्ड पर तो ऐसे सब्जेक्ट लिखकर आए हैं। जो कॉलेज में पढ़ाएं ही नहीं जाते। एग्जाम करीब हैं स्टूडेंट्स को प्रॉब्लम न हो इसलिए कॉलेज लेवल पर समाधान किया जा रहा है। कॉलेज प्रिंसिपल डा। देवेन्द्र भसीन का कहना है कि स्टूडेंट्स को परेशान होने की जरूरत नहीं है। सब्जेक्ट उनके आई कार्ड पर मेंशन हैं। स्टूडेंट्स अपने आईकार्ड को एडमिट साथ के साथ दिखाकर एग्जाम दे सकेंगे।",0.0,0.0,0.0
श्याम प्रभु खाटू वालों की महिमा का किया गुणगान,3.3021947824811936e-37,2.0963845124646803e-35,1.3312349488957354e-39
रायपुर . भारतीय प्रशासनिक सेवा ( आइएएस ) के पद से इस्तीफा देकर भारतीय जनता पार्टी में प्रवेश करने वाले ओपी चौधरी गुरुवार को पहली बार नेता के रूप में रायपुर पहुंचे। ओपी चौधरी का भाजपा कार्यकर्ताओं ने एयरपोर्ट पर भव्य स्वागत किया। इसके बाद एयरपोर्ट से एकात्म परिसर तक बाइक रैली निकाली गई। चौधरी के पहले नगर आगमन को यादगार बनाने के लिए भारतीय जनता युवा मोर्चा के कार्यकर्ताओं ने एयरपोर्ट से भाजपा कार्यालय तक जगह जगह स्वागत किया।,5.553707471173802e-281,1.9459123156587383e-264,2.21904605e-316
"ONGC ने पूरे 2020 21 वित्त वर्ष में 11 , 246 . 44 करोड़ रुपये का शुद्ध लाभ दर्ज किया था .",8.510423577307152e-80,3.4953247908181144e-75,1.3101538131974034e-90
कृति खरबंदा ने 30 बच्चियों की पढ़ाई का खर्चा उठाकर मनाया जन्मदिन,1.2531319239801066e-48,2.2485065681001614e-46,3.6839794128786796e-51
मोदी के नेतृत्व में भारत सरकार का जम्मू कश्मीर पर खुफिया एजेंडा पर्दाफाश,4.055174176690692e-49,3.007002929540567e-46,2.2341082881658876e-55
"पेटीएम का कहना है कि प्री जीएसटी सेल के दौरान 1000 रुपये तक की खरीद करने वाले कुछ लकी ग्राहकों को आईफोन 7 जीतने का मौका मिलेगा . हालांकि इस ऑफर की कोई खास जानकारी नहीं दी गई है . अगर आप अपने घर के लिए कोई होम अप्लांसेस , लैपटॉप , ब्लूटूथ स्पीकर , स्मार्टफोन , आईपैड , टैबलेट खरीदना चाहकते है तो पेटीएम मॉल की प्री जीसटी सेल आपको बेहतरीन मौका दे रही है .",1.0126973811662637e-264,6.714031980396909e-249,2.7662496608064107e-304
"Home राज्य उत्तरप्रदेश अन्य अमित शाह और योगी का एटा कार्यक्रम रद्द , अब जाएंगे अलीगढ़",2.9021499355826944e-62,4.188318207860596e-59,3.2416988536714884e-67
"उसने कहा , मैं चाहती हूं कि एक नौकरी मिल जाये । गार्ड की ही सही । मैं योग सिखाकर अपना खर्च चलाती हूं और फिजियोथेरेपी के लिये भी लोगों की मदद करती हूं । मैने खुद से यह सीखा है ।लेकिन कब तक मेरे भाई मेरा खर्च चलायेंगे ।मुझे एक नौकरी की सख्त जरूरत है । उसे प्रोटीन वाला भोजन या सूखे मेवे भी मयस्सर नहीं है । सब्जी और भात पर गुजारा होता है जिससे शरीर में कैल्शियम और हीमोग्लोबिन की कमी हो गई है। अपने जुनून के दम पर वह ताकत के इस खेल में बनी हुई है ।",0.0,0.0,0.0
टाटा हिताची जमशेदपुर प्लांट के सभी डिवीजन हेड बीते एक अप्रैल से खड़गपुर बैठना शुरू कर दिए हैं। सिर्फ लाइन प्रमुख व सुपरवाइजर ही यहां जमे हुए हैं। यहां कार्यालय में बैठकर काम करने वाले सभी अधिकारियों का खड़गपुर स्थानांतरण हो गया हैं। जानकारी के मुताबिक यहां 230 कर्मचारी व 69 सुपरवाइजर व टीएम ग्रेड के अधिकारी कार्यरत हैं।,2.6415380074957033e-213,1.0917906437096425e-201,2.0920030944888964e-235
"एसबीआई , आईसीआईसीआई बैंक और एचडीएफसी बैंक की पहचान 2018 के D SIB की सूची के समान बकेटिंग संरचना के तहत घरेलू प्रणालीगत रूप से महत्वपूर्ण बैंकों ( D SIB ) के रूप में की गई है। भारत में सबसे बड़े मल्टी मॉडल लॉजिस्टिक्स पार्क का निर्माण गुजरात में किया जाएगा। गुजरात के मुख्यमंत्री विजय रूपाणी की मौजूदगी में इस संबंध में एक समझौते पर हस्ताक्षर किए गए। मुख्य बिंदु : देश के सबसे बड़े मल्टी मोडल लॉजिस्टिक्स पार्क का निर्माण गुजरात के अहमदाबाद जिले में सानंद के पास विरोचन नगर में किया जाएगा। गुजरात सरकार और अदानी पोर्ट और एसईजेड लिमिटेड ने गांधीनगर में मल्टी मॉडल लॉजिस्टिक्स पार्क के लिए एक समझौते पर हस्ताक्षर किए हैं। इस समझौते पर अदानी पोर्ट्स और सेज लिमिटेड के करन गौतम अडानी और अतिरिक्त मुख्य सचिव एम . के . दास ने हस्ताक्षर किए थे। इस पार्क का निर्माण 1 , 450 एकड़ में फैले क्षेत्र में किया जाएगा। इस पार्क में एक बड़े आकार के कार्गो विमान को संभालने के लिए 4 . 6 किलोमीटर लंबे रनवे के साथ एक समर्पित एयर कार्गो कॉम्प्लेक्स भी होगा। यह सीधी सड़क , हवाई और रेल संपर्क प्रदान करेगा। यह लॉजिस्टिक्स पार्क एक समर्पित फ्रेट कॉरिडोर के साथ सीधी रेल कनेक्टिविटी प्रदान करेगा जो दिल्ली मुंबई औद्योगिक गलियारे का हिस्सा है। इस मल्टी मॉडल लॉजिस्टिक्स पार्क के निर्माण के लिए कुल निवेश लगभग 50 , 000 करोड़ रुपये होगा। इस पार्क में 25 , 000 व्यक्तियों के लिए अप्रत्यक्ष और प्रत्यक्ष रोजगार उत्पन्न करने की क्षमता भी होगी यह। मल्टी मॉडल पार्क अगले 3 वर्षों में पूरा हो जाएगा। भारतीय सेना अंडमान सागर और बंगाल की खाड़ी में बड़े पैमाने पर संयुक्त सैन्य अभ्यास कवच आयोजित करने जा रही है। यह अभ्यास अंडमान और निकोबार कमान के तत्वावधान में होना है। संयुक्त सैन्य अभ्यास कवच में भारतीय नौसेना , भारतीय थल सेना , भारतीय वायु सेना और भारतीय तट रक्षक शामिल होंगे। कवच अभ्यास के साथ , संयुक्त खुफिया निगरानी टोही ( ISR ) अभ्यास भी आयोजित किया जाएगा। ISR खुफिया जानकारी जुटाने की क्षमताओं को मान्य करेगा। साथ ही , यह अंतरिक्ष , भूमि , वायु और समुद्र से सूचना साझा करने की क्षमताओं को मान्य करेगा। हाल ही में भारतीय गणितज्ञ निखिल श्रीवास्तव को प्रतिष्ठित 2021 माइकल और शीला हेल्ड पुरस्कार से सम्मानित किया गया है। इस पुरस्कार के लिए दो अन्य लोगों को भी चुना गया है। मुख्य बिंदु : इस पुरस्कार अन्य दो विजेता हैं येल यूनिवर्सिटी के डैनियल एलन स्पिलमैन और इकोल पॉलीटेक्निक फेडरेल डी लुसाने ( Ecole polytechnique federale de Lausanne EPFL ) । इन तीनों को रामानुजन रेखांकन ( Ramanujan Graphs ) और कैडिसन सिंगर प्रॉब्लम ( Kadison Singer Problem ) पर लंबे समय तक सवाल हल करने के लिए विजेताओं के रूप में नामित किया गया है। इन सवालों को हल करते हुए , उन तीनों ने रैखिक बीजगणित , ग्राफ सिद्धांत और बहुपद की ज्यामिति के बीच एक नए संबंध को उजागर किया। उन्होंने एक दशक तक चलने वाली समस्या का समाधान प्रकाशित किया जिसे कडिसन सिंगर प्रॉब्लम कहा जाता है। इन विजेताओं की घोषणा नेशनल एकेडमी ऑफ साइंसेज द्वारा की गई थी।",0.0,0.0,0.0
"राज्य खाद्य एवं औषधि प्रशासन के ड्रग इंस्पेक्टर्स ने बिलासपुर , पेंडारी स्थित नेमीचंद्र जैन अस्पताल और रायपुर खम्हारडीह स्थित महावर फार्मा से बड़ी मात्रा में दवाओं की सैंपलिंग की है और इन्हें जांच के लिए भिजवाया है। चकरभाठा थाना पुलिस ने न सिर्फ अपने स्तर पर सैंपलिंग की , बल्कि जांच भी करवा रही है। इससे साफ है कि पुलिस को ड्रग इंस्पेक्टर्स और राज्य खाद्य एवं औषधि प्रशासन विभाग पर भरोसा नहीं हैं। हालांकि पुलिस अफसर इस बारे में खुलकर कुछ नहीं कह रहे हैं। ' नईदुनिया ' ने रायपुर पुलिस अधीक्षक ओमप्रकाश पाल से इस संबंध में बात की। उन्होंने कहा कि हमने तो सैंपलिंग नहीं की है , लेकिन बिलासपुर पुलिस ने इसकी पुष्टि की है।",0.0,0.0,0.0
बाक्स . . 2526 अतिरिक्त कमरों का निर्माण,3.3342276955070883e-32,1.6029212290108257e-30,6.24894308349572e-36
"भागलपुर में 2 जुलाई को मेगा वैक्सीनेशन कैंप लगना है। इसमें 1 लाख लोगों को वैक्सीन लगनी थी , लेकिन राज्य सरकार की ओर से जिले को मात्र 51 हजार वैक्सीन की डोज मिली है। इसके लिए तैयारियां भी पूरी थीं। जिले में 500 वैक्सीनेशन सेंटर तैयार थे , लेकिन अब इनकी संख्या घटानी पड़ेगी। मेगा वैक्सीनेशन कैंप में 50 फीसदी डोज ही लोगों को लग पाएगी। ये हम नहीं बल्कि भागलपुर के सिविल सर्जन कह रहे हैं। सिविल सर्जन डॉ . उमेश शर्मा ने बताया कि हम लोग मेगा वैक्सीनेशन कैंप लगाने वाले थे , लेकिन राज्य सरकार से जितनी वैक्सीन मांगी गई थी , उतनी उपलब्ध नहीं हो पाई है। इसलिए कैंप पर असर तो पड़ेगा।",0.0,0.0,0.0
राष्ट्रीय राजमार्ग एवं परिवहन मंत्री नितीन गडकरी ने दी जानकारी।,3.5627559833075615e-40,5.321827755602541e-38,2.1445646413679996e-43
"पाब्लो एस्कोबार को किंग ऑफ कोकीन ( King of Cocaine ) भी कहा जाता था। ये अपने दौर का एकमात्र ऐसा तस्कर था , जिसने तस्करी के लिए खुद के हवाई जहाज रख रखे थे। एक बार में करोड़ों रुपये के ड्रग्स की तस्करी करता था। ड्रग्स तस्करी की दुनिया में कई लोग आए और गए , लेकिन पाब्लो जैसा मुकाम किसी ने नहीं पाया। ये ड्रग्स से एक सप्ताह में 420 मिलियन डॉलर की कमाई करता था। लाखों रुपये के नोट चूहे कुतर जाते थे।",3.5338349338486563e-308,1.5157236912372412e-291,0.0
"रमना : प्रखंड के सिलीदाग निवासी सामाजिक कार्यकर्ता राजेश कुमार सिंह उर्फ राजा सिंह पंचायत के मंगरा , बीवाटिकर , छपरदागा आदि गांवों में कोरोना संक्रमण की रोकथाम के लिए लगातार जागरूकता अभियान चला रहे हैं। राजा सिंह ने सिलीदाग के ग्रामीणों के बीच मास्क , सैनिटाइजर तथा साबुन का वितरण किया। इस दौरान उन्होंने कहा कि कोरोना से डरने की आवश्यकता नहीं है। बल्कि हम सभी लोग सजगता व स्वच्छता से कोरोना को हरा सकते हैं। उन्होंने ग्रामीणों से हमेशा मास्क लगाने और शारीरिक दूरी का पालन करने को कहा। मौके पर रामा राम , डब्ल्यू सिंह , पवन मेहता समेत कई लोग उपस्थित थे।",0.0,0.0,0.0
"भोपाल। भोपाल जेल से फरार होने के बाद एनकाउंटर में मारे गए सिमी के आठ आतंकियों ने जेल से भागते हुए हेड कांस्टेबल रमाशंकर की हत्या कर दी थी। इस दौरान रमाशंकर के साथ गार्ड चंदन अहीरवार भी था , जिसकी आंखों के सामने ये सब हुआ।",1.71402819379278e-165,8.732028789755074e-156,3.9927265065977605e-188
